,2,62,63,86,87,3,73,74,75,76,4,54,58,138,139,144,145,146,231,232,233,234,235,5,118,119,164,165,6,166,167,168,211,212,213,408,409,410,7,8,214,215,252,253,411,9,10,11,180,181,182,197,198,199,295,306,307,308,309,12,274,275,13,186,187,188,191,192,262,270,271,272,273,14,257,15,70,71,72,77,78,254,255,256,16,140,143,263,264,17,57,59,61,134,135,136,137,147,148,149,236,237,276,296,297,298,18,127,128,129,154,155,156,322,348,349,19,123,124,159,160,364,365,380,381,20,397,398,21,412,413,22,414,415,23,407,416,24,39,69,79,80,259,266,267,25,40,65,66,67,68,81,82,83,260,261,268,269,26,41,27,42,97,98,99,100,105,106,107,108,280,281,282,283,284,285,286,287,288,289,301,302,303,28,43,94,95,96,109,110,111,290,291,304,29,44,179,200,30,45,325,340,341,350,351,352,353,31,46,224,225,226,242,243,244,317,318,319,328,329,330,331,339,342,343,344,32,47,221,222,223,245,246,320,321,332,333,334,345,346,347,357,358,33,48,176,177,178,201,202,335,336,337,338,359,360,361,362,34,49,367,368,369,382,383,384,385,35,50,372,373,388,389,36,51,170,171,172,173,174,205,206,207,217,218,249,250,251,376,377,378,379,391,392,393,394,395,396,37,52,120,121,122,162,163,399,400,401,402,38,53,390,406,1,88,89,90,91,114,115,116,117,293,294
1,43.7,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,8.5,0.0,0.0,6.0,0.0,0.0,1.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,21.9,16.4,16.4,21.9,0.0,4.9,6.5,6.5,4.9,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,6.9,6.9,3.4,0.0,5.7,4.3,4.3,5.7,0.0,4.4,4.4,2.2,2.2,4.4,4.4,2.2,2.2,2.2,25.9,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,0.0,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.1,0.0,1.5,1.5,1.5,1.5,1.5,2.2,1.5,1.5,0.0,0.1,0.1,0.3,0.1,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,12.2,10.7,0.0,3.3,3.3,0.0,2.3,2.3,0.0,0.6,0.8,0.0,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.0,2.7,2.7,2.7,5.3,2.7,2.7,5.3,2.7,2.7,5.3,2.7,2.7,0.0,1.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.6,0.3,0.6,0.6,0.6,0.6,0.3,0.3,0.6,0.3,0.0,3.9,2.2,2.2,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.8,0.0,0.9,0.6,0.6,0.6,0.6,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,2.6,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,16.4,10.9,16.4,16.4,0.0,3.3,6.5,6.5,3.3,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,0.0,4.3,2.8,2.8,4.3,0.0,4.4,2.2,2.2,2.2,4.4,4.4,2.2,2.2,2.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.7,1.5,0.7,0.7,0.7,1.5,1.5,0.7,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.0,9.2,7.6,0.0,2.0,2.0,0.0,1.4,1.4,0.0,0.4,0.7,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,2.7,2.7,2.7,2.7,2.7,2.7,5.3,2.7,2.7,2.7,2.7,2.7,0.0,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,3.3,1.7,1.7,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.8,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.0,0.6,0.4,0.4,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,10.9,0.0,5.5,10.9,0.0,1.6,3.3,3.3,0.0,0.0,0.0,3.4,3.4,0.0,0.0,3.4,3.4,0.0,3.4,3.4,3.4,3.4,0.0,2.8,0.0,1.4,2.8,0.0,2.2,2.2,0.0,0.0,2.2,2.2,2.2,2.2,2.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.0,3.1,1.5,0.0,0.4,0.4,0.0,0.3,0.3,0.0,0.1,0.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,2.7,0.0,2.7,2.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,2.2,0.6,0.6,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.2,0.0,1.2,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,5.5,0.0,5.5,5.5,0.0,0.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,3.4,3.4,0.0,1.4,0.0,0.0,1.4,0.0,2.2,2.2,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,5.5,0.0,5.5,5.5,0.0,0.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,3.4,3.4,0.0,1.4,0.0,0.0,1.4,0.0,2.2,2.2,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,16.4,5.5,10.9,16.4,0.0,1.6,4.9,4.9,1.6,0.0,0.0,3.4,3.4,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,0.0,4.3,1.4,2.8,4.3,0.0,4.4,2.2,0.0,2.2,2.2,4.4,2.2,2.2,2.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,1.5,0.7,0.7,0.0,0.0,0.1,0.2,0.1,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.0,7.6,4.6,0.0,1.6,1.6,0.0,1.1,1.1,0.0,0.3,0.5,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,2.7,0.0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,0.0,2.7,0.0,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,2.8,1.1,1.1,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.2,1.2,1.2,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.6,0.4,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,21.9,10.9,16.4,21.9,0.0,3.3,6.5,6.5,3.3,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,0.0,5.7,4.3,4.3,5.7,0.0,4.4,4.4,2.2,2.2,4.4,4.4,2.2,2.2,2.2,20.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.0,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,1.5,1.5,0.7,0.7,1.5,1.5,1.5,0.7,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.0,10.7,7.6,0.0,2.4,2.4,0.0,1.7,1.7,0.0,0.5,0.7,0.0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.0,2.7,2.7,2.7,5.3,2.7,2.7,5.3,2.7,2.7,2.7,2.7,2.7,0.0,1.3,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.6,0.3,0.6,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.0,3.3,1.7,1.7,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,0.0,1.2,1.2,0.0,1.2,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.8,0.0,0.9,0.6,0.6,0.6,0.6,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,2.2,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,21.9,16.4,16.4,21.9,0.0,4.9,6.5,6.5,4.9,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,6.9,6.9,3.4,0.0,5.7,4.3,4.3,5.7,0.0,4.4,4.4,2.2,2.2,4.4,4.4,2.2,2.2,2.2,25.9,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,0.0,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.1,0.0,1.5,1.5,1.5,1.5,1.5,2.2,1.5,1.5,0.0,0.1,0.1,0.3,0.1,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,12.2,10.7,0.0,3.3,3.3,0.0,2.3,2.3,0.0,0.6,0.8,0.0,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.0,2.7,2.7,2.7,5.3,2.7,2.7,5.3,2.7,2.7,5.3,2.7,2.7,0.0,1.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.6,0.3,0.6,0.6,0.6,0.6,0.3,0.3,0.6,0.3,0.0,3.9,2.2,2.2,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.8,0.0,0.9,0.6,0.6,0.6,0.6,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,2.6,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
