rq_time,start,end,request_id,bt_c_0,bt_c_ivt,bt_c_gas,bt_t_0,bt_t_wk,bt_m_wt,bt_f_wt,bt_m_ivt,bt_f_ivt,bt_f_trfer,bt_t_fr,income,transit_15min_acc,transit_pass
18040,331,381,0,0.0,0.14574567405120992,1.8641753779331434,0.03764008596942098,0.18931404939130786,0.1483629109693142,0.06429172700237942,0.08744699099256276,0.15039077363740413,0.5237191973359421,1.8641753779331434,40210.0,43503.20952,1.0
18058,203,517,1,0.0,0.19131517829018832,1.6043710017661608,0.0,0.4952655212914908,0.113887595784703,0.09014048297187031,0.11214411266641047,0.09631090659787285,0.48651164702713556,1.6043710017661608,48255.0,33166.93631,0.0
18069,542,330,2,0.0,0.2251729850940627,0.36393330482432684,0.0,0.10337034245887905,0.11673025402396318,0.06313708053770554,0.11985850255622152,0.09233657918350541,0.45754198197630325,0.36393330482432684,96729.0,23566.67262,0.0
18114,531,402,3,0.0,0.1420562059294553,20.282879866772408,0.0,0.0744238534800094,0.12368947493956876,0.04559595568775062,0.1244821868698112,0.10186946888442358,0.46982757283176013,20.282879866772408,4330.0,43896.99286,0.0
18126,534,280,4,0.0,0.2798314305435058,2.5267949559961553,0.0,0.29899596916659366,0.08408583803878825,0.08165978980206459,0.10874582657735012,0.09691442251637059,0.5517605047176877,2.5267949559961553,40455.0,47328.50952,0.0
18174,181,445,5,0.0,0.22590213516408506,0.9962783640881385,0.0,0.41496681847446354,0.08989751190803089,0.07395796085630536,0.09890913690785051,0.10580974394904946,0.5095870668629059,0.9962783640881385,96337.0,39942.38571,1.0
18225,522,368,6,0.0,0.1688721545167996,1.0194552930242557,0.013990502980637963,0.2359081620707372,0.09843438588102613,0.05338499117613225,0.1342394153274722,0.11404462800960027,0.5261225163646185,1.0194552930242557,40951.0,34986.62381,0.0
18497,537,350,7,0.0,0.2288684264912949,4.182777724852629,0.0,0.6039898365138952,0.09324395214726834,0.096243838775672,0.11796011988057922,0.1364991541314206,0.4998757715593454,4.182777724852629,19927.0,39480.64167,1.0
18516,342,192,8,0.0,0.11511517242551675,0.05,0.006053576611293885,0.09933163313770829,0.07368644643189294,0.047799123174110704,0.12724500611750858,0.0804749648458826,0.48736869068829564,0.05,291770.0,38545.62738,0.0
18628,588,579,9,0.0,0.22333267926418207,0.695022032563195,0.10363872674010383,0.2815685405353792,0.06703006942556888,0.10988828489151783,0.0980027713938882,0.10678406512060028,0.4808447044544044,0.695022032563195,156860.0,28689.3381,0.0
18751,199,299,10,0.0,0.19617563752983594,0.8548681576117398,0.06230106079305821,0.010850864417318695,0.10412246049325803,0.05921256421634816,0.09883411069377335,0.07047861409809356,0.5177956462085841,0.8548681576117398,132630.0,34544.7631,0.0
19051,201,46,11,0.0,0.11476225918287726,3.652075039539611,0.0,0.416362461305715,0.06980373021842998,0.1103392638996452,0.0672093539667034,0.13621502315493217,0.5115229524757106,3.652075039539611,24331.0,44993.59643,0.0
19147,80,166,12,0.0,0.2509975843315257,1.4219928849823922,0.04737684341639894,0.4366591401437119,0.10099568481563867,0.08127311676776203,0.09202608920831983,0.13743023994291917,0.500498345818895,1.4219928849823922,86146.0,30362.66548,0.0
19153,289,701,13,0.0,0.2237089345802607,14.603426800662719,0.047117399930382546,0.2943956994191544,0.08897704789154785,0.05901601007199563,0.11345024305173491,0.05898742895572164,0.5290236102656543,14.603426800662719,6251.0,46586.37619,0.0
19245,660,314,14,0.0,0.12921829251925487,1.158607148099575,0.0,0.32229672879738375,0.08824843144625855,0.09171240870089406,0.11182307795775479,0.07921421173093016,0.5124606326287042,1.158607148099575,75611.0,39942.38571,0.0
19271,120,557,15,0.0,0.16314830223342272,1.046146369119391,0.061056138768676736,0.25658708807784886,0.1491807032071303,0.0819980184485416,0.1102872675724156,0.08455936244384704,0.5107049925467959,1.046146369119391,87221.0,40814.3619,0.0
19501,379,729,16,0.0,0.1955345968239373,0.20959061311903526,0.05816529718770154,0.1523318156046714,0.11710591612783607,0.0472772514192976,0.10185712503717462,0.05537200596382773,0.49632334934014566,0.20959061311903526,81802.0,21320.35,0.0
19590,331,590,17,0.0,0.140420380612308,0.6678046000654703,0.0,0.01,0.1281243154407516,0.09659148027478584,0.12131370605230243,0.13903971992611458,0.5167747734259509,0.6678046000654703,77285.0,36445.76905,0.0
19618,532,502,18,0.0,0.2546318447416309,1.0846420459700912,0.07477142035637219,0.06231892087119717,0.08678709121317507,0.054652762772176774,0.07810159635894857,0.05638601485808044,0.4624319066461825,1.0846420459700912,82906.0,43809.79643,0.0
19637,137,311,19,0.0,0.19218916097926275,1.8557037791997983,0.030733281943178987,0.420961849339824,0.10882463960941449,0.07529600619620042,0.09332561251902881,0.09310975231357271,0.5180784166794745,1.8557037791997983,46935.0,43787.20317,0.0
19749,573,448,20,0.0,0.17388724541355802,1.0403508448093095,0.09192000966429681,0.22113021665979332,0.05897617698890284,0.10636624987803497,0.09523691217611585,0.0725470506623541,0.5204976986481826,1.0403508448093095,75669.0,40237.18452,0.0
19762,375,529,21,0.0,0.19630557103132387,4.8177370335133824,0.07861883323599403,0.18804681421470823,0.11974673577151305,0.08010162814677316,0.06235487862186973,0.1270026766902121,0.5106308242821631,4.8177370335133824,17686.0,44605.20556,0.0
20086,452,555,22,0.0,0.13364881024893127,0.40353203321151576,0.04772023817047901,0.06667340373927713,0.08568386484835833,0.043659899258349205,0.11812870772202791,0.06897147857963318,0.5046054884512977,0.40353203321151576,270180.0,26926.075,0.0
20102,585,677,23,0.0,0.24638871174368027,0.7163937087461898,0.02714237913956808,0.04908513107823462,0.10222873668343797,0.06936682429158281,0.136179030665939,0.08373348856834423,0.4853186544203573,0.7163937087461898,121466.0,35992.36905,0.0
20182,652,665,24,0.0,0.2185940886463051,6.250559115673155,0.03886127490555392,0.18525885710839907,0.11334188031379419,0.08673462274184576,0.10969122037064606,0.1091616773143493,0.4927931156130571,6.250559115673155,12842.0,36243.38393,0.0
20311,371,401,25,0.0,0.18504983535080693,8.058546401073528,0.07030609571515464,0.09170045077578598,0.08324899117248395,0.08986210934366337,0.09012265860814647,0.09581926507249687,0.47636028471706965,8.058546401073528,10938.0,44993.59643,0.0
20379,289,581,26,0.0,0.26591872501066516,0.9083288767102635,0.04727854332360208,0.6266008473014026,0.15327895173225778,0.048905912346438984,0.09064139386630417,0.11601920103494527,0.5175317492990699,0.9083288767102635,67397.0,21320.35,1.0
20721,440,561,27,0.0,0.1998343850883377,2.4796789816700464,0.024267465739581367,0.026467538236978172,0.07838727795127753,0.09235638456174045,0.11446468762976036,0.06815094617960264,0.4874753802205592,2.4796789816700464,31109.0,38545.62738,0.0
20803,317,578,28,0.0,0.19083922563586925,0.05,0.005455001290845807,0.42922661369236365,0.08491993221315103,0.07223654411236687,0.1553532848919045,0.07205165265653599,0.49063380124109934,0.05,175427.0,33166.93631,0.0
21071,36,579,29,0.0,0.20921193183089698,1.943760163586751,0.08594561079393853,0.01,0.10003048400881376,0.09744387488186028,0.09592658496557184,0.15604272216311432,0.49975977435062313,1.943760163586751,38321.0,39942.38571,0.0
21218,555,583,30,0.0,0.18393554310704416,6.82371749395478,0.05029366080765187,0.3760743414167768,0.06820219049794439,0.05786671090723046,0.13296884677674647,0.09856160213934598,0.4932511899766657,6.82371749395478,13291.0,45486.68452,0.0
21333,202,120,31,0.0,0.12011888372925246,7.751215387181554,0.0,0.3120527097960918,0.13689405207636413,0.09617468696583287,0.0874170265136416,0.11534364970769494,0.5018127542971711,7.751215387181554,11978.0,43222.10119,0.0
21655,440,537,32,0.0,0.16887217220676626,0.9274359184683549,0.0,0.3961713476444412,0.07643246505313242,0.04171614224672541,0.12780800292672512,0.10188580131190735,0.46457319966948163,0.9274359184683549,106398.0,38545.62738,0.0
21655,597,43,33,0.0,0.1654642347361378,1.4953594724661854,0.04259846561781698,0.35433572146208575,0.10288163494671174,0.07882636257728462,0.09959216939378486,0.07101202529069876,0.491451463384893,1.4953594724661854,58315.0,23447.73333,0.0
21885,331,479,34,0.0,0.23425556679566867,8.902900106420933,0.005778974040025822,0.22484534071314957,0.12312059067527965,0.07763173330040463,0.08352205794173977,0.07584481150901112,0.5445379896390065,8.902900106420933,9909.0,33518.4256,0.0
21983,614,677,35,0.0,0.18653858129783726,1.1328958438286816,0.06364546763140944,0.2905549374460051,0.13731840189905173,0.07494359769800132,0.13394810642141317,0.08042253135180413,0.5136645258919726,1.1328958438286816,56816.0,25224.90238,1.0
22170,233,567,36,0.0,0.1715742619796248,7.593603017525243,0.03586301291492961,0.2553703719815513,0.06135358601273092,0.056362756462642764,0.08614119147288299,0.10116126552066927,0.4836941062055848,7.593603017525243,10985.0,33913.8381,0.0
22186,171,278,37,0.0,0.09245412173501115,0.7398052403952612,0.04144279283813913,0.12390739592577699,0.08711234482610408,0.10396325563230902,0.12101996463653225,0.0811787665738707,0.525020344420522,0.7398052403952612,164035.0,23447.73333,1.0
22267,602,313,38,0.0,0.1858164301972459,1.3486760147055878,0.08346594276239631,0.4020092372744369,0.11050955271185409,0.06322417212206694,0.11215457074957974,0.09835027068853568,0.5173228249620947,1.3486760147055878,74718.0,44385.34444,0.0
22299,387,653,39,0.0,0.23752454521397232,1.1976813346064956,0.0328797308095561,0.01,0.0935209369732165,0.06812883152223875,0.09696181284432472,0.10123377155250576,0.4818966056146889,1.1976813346064956,106786.0,40237.18452,0.0
22345,720,272,40,0.0,0.17611935242689686,29.47044661701334,0.0,0.0919233305965565,0.07486102071446155,0.10004045793554647,0.08515640070964269,0.1385232741163368,0.5278463440872586,29.47044661701334,2923.0,42343.48135,0.0
22405,585,525,41,0.0,0.08352278157675073,6.895773673103121,0.08445513746290081,0.329611104969493,0.08439264745503426,0.07244988455251533,0.12440012510522463,0.11246428058080314,0.5388169771971958,6.895773673103121,12479.0,44102.56151,0.0
22409,373,311,42,0.0,0.1743542960730561,3.8287758386055346,0.01709193885073783,0.5402708216802198,0.09167618426304548,0.08019168682765485,0.08750971767226189,0.1185725377541347,0.5040832899271939,3.8287758386055346,26830.0,43908.69286,0.0
22539,201,368,43,0.0,0.2744602660952993,1.7139610181885088,0.040132455592272444,0.41466326516400975,0.05365033466064196,0.07036744224172467,0.09594890396344079,0.08690709066662303,0.4814939970419277,1.7139610181885088,50538.0,41146.22778,0.0
22598,342,274,44,0.0,0.2280871783409803,2.124872087220004,0.0025787703985711216,0.47434374773859533,0.10557568050254072,0.08003601176071097,0.11476947925928799,0.11543641767152385,0.4948350740193703,2.124872087220004,45872.0,47192.3,0.0
22670,202,149,45,0.0,0.1651227064057676,1.1759647818417593,0.0,0.34375727021097857,0.08886691173288486,0.03987631768739349,0.14809312057261984,0.11687064999416825,0.48518020669720885,1.1759647818417593,77171.0,21320.35,0.0
